ID	DOCULECT	CONCEPT	LANGID	VALUE	FORM	COG	COGID	TOKENS
3332	Umar	hit	55	uv	uv	hit-55	1123	u v
3333	Yaur	hit	59	ùvrúhné	ùvrúhné	hit-55	1123	ù v r ú h n é
3334	Yerisiam	hit	60	áau	áau	hit-60	1125	á a u
3335	Moor	hit	50	vavó	vavó	hit-50	1119	v a v ó
3336	Warembori	hit	56	daraBi	daraBi	hit-56	1124	d a r a B i
3337	PCEMP	hold	67	gəmgəm	gəmgəm	hold-	1126	g ə m g ə m
3338	WAD	hold	30	ruti, tapu	ruti	hold-1	1127	r u t i
3339	WAD	hold	30	ruti, tapu	tapu	hold-37	1132	t a p u
3340	Ambai	hold	31	rut(i)	rut(i)	hold-1	1127	r u t ( i )
3341	Ansus (P&D)	hold	33	ru	ru	hold-1	1127	r u
3342	Ansus (EG)	hold		rut	rut	hold-	1126	r u t
3343	Pom	hold		rut	rut	hold-	1126	r u t
3344	Serewen	hold		ok	ok	hold-	1126	o k
3345	Biak	hold	36	kin	kin	hold-36	1131	k i n
3346	Roon	hold		kin	kin	hold-	1126	k i n
3347	Arguni	hold	34	wagit	wagit	hold-34	1129	w a g i t
3348	As (ABVD)	hold	35	siu	siu	hold-35	1130	s i u
3349	Biga (rem)	hold	37	tabu	tabu	hold-37	1132	t a b u
3350	Gane	hold	41	gotal	gotal	hold-41	1133	g o t a l
3351	Gebe	hold	42	uta	uta	hold-42	1134	u t a
3352	Kowiai	hold	45	on	on	hold-45	1136	o n
3353	Irarutu (Mats)	hold	43	muda	muda	hold-43	1135	m u d a
3354	Ambel (rem)	hold	32	sáw	sáw	hold-32	1128	s á w
3355	Matbat	hold	47	u²¹t	u²¹t	hold-42	1134	u ²¹ t
3356	Ma'ya Salawati	hold	49	ta’bu3	ta’bu3	hold-37	1132	t a ’ b u 3
3357	Sekar (ABVD)	hold	52	gwain	gwain	hold-52	1138	g w a i n
3358	Taba	hold	54	yol	yol	hold-54	1139	y o l
3359	Waropen (held)	hold	57	feka	feka	hold-57	1142	f e k a
3360	Umar	hold	55	dor	dor	hold-55	1140	d o r
3361	Yaur	hold	59	hújúunè	hújúunè	hold-59	1143	h ú j ú u n è
3362	Yerisiam	hold	60	nsóoré	nsóoré	hold-60	1144	n s ó o r é
3363	Moor	hold	50	aruà	aruà	hold-50	1137	a r u à
3364	Warembori	hold	56	watuni-o	watuni-o	hold-56	1141	w a t u n i o
3365	WAD	hole	30	kamberei	kamberei	hole-1	1146	k a m b e r e i
3366	Ansus (P&D)	hole	33	kambirei	kambirei	hole-1	1146	k a m b i r e i
3367	Ansus (EG)	hole		kambirei	kambirei	hole-	1145	k a m b i r e i
3368	Pom	hole		kambiriei	kambiriei	hole-	1145	k a m b i r i e i
3369	KURUDU	hole	69	rere	rere	hole-	1145	r e r e
3370	Biak Betew (Mutus)	hole		pak	pak	hole-	1145	p a k
3371	Biak Numfoor (Mandori)	hole		der/ ner	der/ ner	hole-	1145	der/ ner
3372	Roswar	hole	70	bron	bron	hole-	1145	b r o n
3373	Roon	hole		voron	voron	hole-	1145	v o r o n
3374	Biga (rem)	hole	37	go	go	hole-37	1148	g o
3375	Fiawat (fiawat)	hole	40	əlep	əlep	hole-4	1149	ə l e p
3376	Kawe (rem)	hole	44	lop	lop	hole-4	1149	l o p
3377	Laganyan	hole	46	alep(e)	alep(e)	hole-4	1149	a l e p ( e )
3378	Ambel (rem)	hole	32	dokow	dokow	hole-32	1147	d o k o w
3379	Matbat	hole	47	ga¹w	ga¹w	hole-37	1148	g a ¹ w
3380	Ma'ya Misool	hole	48	kale¹²p	kale¹²p	hole-4	1149	k a l e ¹² p
3381	Ma'ya Salawati	hole	49	kale¹²p	kale¹²p	hole-4	1149	k a l e ¹² p
3382	Wauyai	hole	58	kalep(e)	kalep(e)	hole-4	1149	k a l e p ( e )
3383	Umar	hole	55	nori	nori	hole-55	1151	n o r i
3384	Yaur	hole	59	òrèeré	òrèeré	hole-59	1152	ò r è e r é
3385	Yerisiam	hole	60	ópáahé	ópáahé	hole-60	1153	ó p á a h é
3386	Moor	hole	50	kòvuta	kòvuta	hole-50	1150	k ò v u t a
3387	PCEMP	hot	67	ma-panas	ma-panas	hot-1	1155	m a p a n a s
3388	PMP	hot	68	ma-panas	ma-panas	hot-1	1155	m a p a n a s
3389	WAD	hot	30	mas	mas	hot-1	1155	m a s
3390	Ambai	hot	31	maninkapoi (S)	maninkapoi (S)	hot-33	1157	maninkapoi (S)
3391	Ansus (P&D)	hot	33	maŋkakopi	maŋkakopi	hot-33	1157	m a ŋ k a k o p i
3392	Ansus (EG)	hot		meŋkakopi	meŋkakopi	hot-	1154	m e ŋ k a k o p i
3393	Pom	hot		mas	mas	hot-	1154	m a s
3394	Serui-Laut (slump)	hot	53	dararoi	dararoi	hot-53	1160	d a r a r o i
3395	KURUDU	hot	69	mindar	mindar	hot-	1154	m i n d a r
3396	Biak Betew (Mutus)	hot		i-tam	i-tam	hot-	1154	i t a m
3397	Biak Numfoor (Mandori)	hot		i-sam	i-sam	hot-	1154	i s a m
3398	Roswar	hot	70	wesam	wesam	hot-	1154	w e s a m
3399	Roon	hot		syam	syam	hot-	1154	s y a m
3400	Arguni	hot	34	mamba	mamba	hot-1	1155	m a m b a
3401	Biga (rem)	hot	37	binis	binis	hot-4	1158	b i n i s
3402	Buli	hot	38	mfànas	mfànas	hot-1	1155	m f à n a s
3403	Fiawat (fiawat)	hot	40	benih	benih	hot-4	1158	b e n i h
3404	Gane	hot	41	psan	psan	hot-1	1155	p s a n
3405	Kawe (rem)	hot	44	bini	bini	hot-4	1158	b i n i
3406	Laganyan	hot	46	bini	bini	hot-4	1158	b i n i
3407	Ambel (rem)	hot	32	amari	amari	hot-32	1156	a m a r i
3408	Matbat	hot	47	pla¹²	pla¹²	hot-47	1159	p l a ¹²
3409	Ma'ya Misool	hot	48	bini¹²s	bini¹²s	hot-4	1158	b i n i ¹² s
3410	Ma'ya Salawati	hot	49	bini³s	bini³s	hot-4	1158	b i n i ³ s
3411	Sawai (CAD)	hot	51	n-mafyanɛs	n-mafyanɛs	hot-1	1155	n m a f y a n ɛ s
3412	Wauyai	hot	58	bini	bini	hot-4	1158	b i n i
3413	Umar	hot	55	javin	javin	hot-55	1161	j a v i n
3414	Yaur	hot	59	névíaadè	névíaadè	hot-59	1162	n é v í aa d è
3415	Yerisiam	hot	60	tíaarà	tíaarà	hot-60	1163	t í aa r à
3416	Moor	hot	50	nanatî	nanatî	hot-1	1155	n a n a t î
3417	PCEMP	house	67	Rumaq	Rumaq	house-2	1166	R u m a q
3418	PMP	house	68	Rumaq	Rumaq	house-2	1166	R u m a q
3419	WAD	house	30	anio	anio	house-	1164	a n i o
3420	Ambai	house	31	munu	munu	house-3	1167	m u n u
3421	Ansus (P&D)	house	33	manu	manu	house-3	1167	m a n u
3422	Ansus (EG)	house		manu	manu	house-	1164	m a n u
3423	Pom	house		yawa	yawa	house-	1164	y a w a
3424	Serui-Laut (slump)	house	53	manu	manu	house-3	1167	m a n u
3425	KURUDU	house	69	inun	inun	house-	1164	i n u n
3426	Biak	house	36	rum	rum	house-2	1166	r u m
3427	Biak Betew (Mutus)	house		rum	rum	house-	1164	r u m
3428	Biak Numfoor (Mandori)	house		sram?	sram?	house-	1164	s r a m ?
3429	Roswar	house	70	rum	rum	house-	1164	r u m
3430	Roon	house		rum	rum	house-	1164	r u m
3431	Dusner	house	39	rum	rum	house-2	1166	r u m
3432	Arguni	house	34	rume	rume	house-2	1166	r u m e
3433	Biga (rem)	house	37	(w)um	(w)um	house-2	1166	( w ) u m
3434	Buli	house	38	ebay	ebay	house-38	1168	e b a y
3435	Fiawat (fiawat)	house	40	now	now	house-1	1165	n o w
3436	Gane	house	41	um	um	house-2	1166	u m
3437	Gebe	house	42	um	um	house-2	1166	u m
3438	Kawe (rem)	house	44	um	um	house-2	1166	u m
3439	Kowiai	house	45	sáring	sáring	house-45	1170	s á r i n g
3440	Laganyan	house	46	wum	wum	house-2	1166	w u m
3441	Irarutu (Mats)	house	43	fidé	fidé	house-43	1169	f i d é
3442	Ambel (rem)	house	32	now	now	house-1	1165	n o w
3443	Matbat	house	47	de³	de³	house-47	1171	d e ³
3444	Ma'ya Misool	house	48	u³m	u³m	house-2	1166	u ³ m
3445	Ma'ya Salawati	house	49	u³m	u³m	house-2	1166	u ³ m
3446	Sawai (CAD)	house	51	um	um	house-2	1166	u m
3447	Sekar (ABVD)	house	52	ruma	ruma	house-2	1166	r u m a
3448	Wauyai	house	58	wum	wum	house-2	1166	w u m
3449	Waropen (held)	house	57	ruma	ruma	house-2	1166	r u m a
3450	Umar	house	55	ron	ron	house-2	1166	r o n
3451	Yaur	house	59	rúùgré	rúùgré	house-2	1166	r ú ù g r é
3452	Yerisiam	house	60	rúmà	rúmà	house-2	1166	r ú m à
3453	Moor	house	50	rúma	rúma	house-2	1166	r ú m a
3454	Warembori	house	56	me-ro	me-ro	house-56	1172	m e r o
3455	WAD	how	30	vitoi	vitoi	how-30	1175	v i t o i
3456	Ambai	how	31	fiani	fiani	how-31	1176	f i a n i
3457	Ansus (P&D)	how	33	bototoi	bototoi	how-33	1178	b o t o t o i
3458	Ansus (EG)	how		topino	topino	how-	1173	t o p i n o
3459	Pom	how		topeno	topeno	how-	1173	t o p e n o
3460	Serui-Laut (slump)	how	53	fidoniea	fidoniea	how-53	1190	f i d o n i e a
3461	Biak	how	36	rarisò	rarisò	how-36	1180	r a r i s ò
3462	Dusner	how	39	raveso	raveso	how-36	1180	r a v e s o
3463	Arguni	how	34	surie	surie	how-34	1179	s u r i e
3464	Biga (rem)	how	37	anapɛnɛ	anapɛnɛ	how-37	1181	a n a p ɛ n ɛ
3465	Buli	how	38	laisawa	laisawa	how-38	1182	l a i s a w a
3466	Gane	how	41	hapuí	hapuí	how-1	1174	h a p u í
3467	Gebe	how	42	lewa	lewa	how-42	1183	l e w a
3468	Kowiai	how	45	nugu-níng	nugu-níng	how-45	1185	n u g u n í n g
3469	Irarutu (Mats)	how	43	bənaneno	bənaneno	how-43	1184	b ə n a n e n o
3470	Ambel (rem)	how	32	late	late	how-32	1177	l a t e
3471	Matbat	how	47	pahɔ¹²	pahɔ¹²	how-47	1186	p a h ɔ ¹²
3472	Ma'ya Salawati	how	49	po fi’sa	po fi’sa	how-49	1187	po fi’sa
3473	Sekar (ABVD)	how	52	akape	akape	how-52	1189	a k a p e
3474	Taba	how	54	ha pu	ha pu	how-1	1174	ha pu
3475	Moor	how	50	vétè	vétè	how-50	1188	v é t è
3476	PCEMP	husband	67	qasawa	qasawa	husband-1	1192	q a s a w a
3477	PMP	husband	68	qasawa	qasawa	husband-1	1192	q a s a w a
3478	WAD	husband	30	sawa	sawa	husband-1	1192	s a w a
3479	Ambai	husband	31	muaŋ	muaŋ	husband-2	1193	m u a ŋ
3480	Ansus (P&D)	husband	33	awani	awani	husband-1	1192	a w a n i
3481	Ansus (EG)	husband		awamui	awamui	husband-	1191	a w a m u i
3482	Pom	husband		hawani	hawani	husband-	1191	h a w a n i
3483	Serewen	husband		aisinaŋ	aisinaŋ	husband-	1191	a i s i n a ŋ
3484	Serui-Laut (slump)	husband	53	awani	awani	husband-1	1192	a w a n i
3485	KURUDU	husband	69	iman / suwaman	iman / suwaman	husband-	1191	iman / suwaman
3486	Biak	husband	36	swa	swa	husband-1	1192	s w a
3487	Biak Betew (Mutus)	husband		kma	kma	husband-	1191	k m a
3488	Biak Numfoor (Mandori)	husband		swa	swa	husband-	1191	s w a
3489	Roswar	husband	70	swa (swami: 1SG poss)	swa (swami: 1SG poss)	husband-	1191	swa (swami: 1SG poss)
3490	Roon	husband		suari noman	suari noman	husband-	1191	suari noman
3491	Arguni	husband	34	(i)maran	(i)maran	husband-2	1193	( i ) m a r a n
3492	As (ABVD)	husband	35	man	man	husband-2	1193	m a n
3493	Biga (rem)	husband	37	wa-man	wa-man	husband-2	1193	w a m a n
3494	Buli	husband	38	uattā	uattā	husband-38	1194	u a tt ā
3495	Gane	husband	41	lagai	lagai	husband-41	1195	l a g a i
3496	Gebe	husband	42	man	man	husband-2	1193	m a n
3497	Kowiai	husband	45	sóa muáne	sóa muáne	husband-1	1192	sóa muáne
3498	Irarutu (Mats)	husband	43	mərane	mərane	husband-2	1193	m ə r a n e
3499	Ambel (rem)	husband	32	mansar	mansar	husband-2	1193	m a n s a r
3500	Matbat	husband	47	fa²¹	fa²¹	husband-47	1196	f a ²¹
3501	Ma'ya Salawati	husband	49	swa12-, ma12N	swa12-	husband-1	1192	s w a 12
3502	Ma'ya Salawati	husband	49	swa12-, ma12N	ma12N	husband-2	1193	m a 12 N
3503	Sekar (ABVD)	husband	52	isawa-n	isawa-n	husband-1	1192	i s a w a n
3504	Taba	husband	54	mon	mon	husband-2	1193	m o n
3505	Waropen (held)	husband	57	mano	mano	husband-2	1193	m a n o
3506	Umar	husband	55	mambo	mambo	husband-2	1193	m a m b o
3507	Yaur	husband	59	mágò	mágò	husband-59	1197	m á g ò
3508	Yerisiam	husband	60	híomáané	híomáané	husband-2	1193	h í o m á a n é
3509	Warembori	husband	56	e-man-do	e-man-do	husband-	1191	e m a n d o
3510	PMP	island	68	nusa	nusa	island-1	1199	n u s a
3511	WAD	island	30	nu	nu	island-1	1199	n u
3512	Ambai	island	31	nu	nu	island-1	1199	n u
3513	Ansus (P&D)	island	33	nu	nu	island-1	1199	n u
3514	Ansus (EG)	island		nutakutu	nutakutu	island-	1198	n u t a k u t u
3515	Serui-Laut (slump)	island	53	nu	nu	island-1	1199	n u
3516	Biak	island	36	nu	nu	island-1	1199	n u
3517	Roon	island		meos	meos	island-	1198	m e o s
3518	Buli	island	38	nus	nus	island-1	1199	n u s
3519	Irarutu (Mats)	island	43	nú	nú	island-1	1199	n ú
3520	Ambel (rem)	island	32	yé	yé	island-32	1200	y é
3521	Matbat	island	47	nu¹²t	nu¹²t	island-1	1199	n u ¹² t
3522	Sawai (CAD)	island	51	wɛf	wɛf	island-51	1201	w ɛ f
3523	Waropen (held)	island	57	nusa	nusa	island-1	1199	n u s a
3524	Umar	island	55	nuhman	nuhman	island-1	1199	n u h m a n
3525	Yaur	island	59	nùhré	nùhré	island-1	1199	n ù h r é
3526	Yerisiam	island	60	núùhà	núùhà	island-1	1199	n ú ù h à
3527	Moor	island	50	núta	núta	island-1	1199	n ú t a
3528	Warembori	island	56	te	te	island-	1198	t e
3529	PCEMP	kill	67	bunuq	bunuq	kill-1	1203	b u n u q
3530	PMP	kill	68	bunuq	bunuq	kill-1	1203	b u n u q
3531	WAD	kill	30	mun	mun	kill-1	1203	m u n
3532	Ambai	kill	31	muni	muni	kill-1	1203	m u n i
3533	Ansus (P&D)	kill	33	muŋ	muŋ	kill-1	1203	m u ŋ
3534	Ansus (EG)	kill		mun	mun	kill-	1202	m u n
3535	Pom	kill		muŋ	muŋ	kill-	1202	m u ŋ
3536	Serui-Laut (slump)	kill	53	mun	mun	kill-1	1203	m u n
3537	KURUDU	kill	69	dipai	dipai	kill-	1202	d i p a i
3538	Biak	kill	36	mun	mun	kill-1	1203	m u n
3539	Biak Betew (Mutus)	kill		ya-mun	ya-mun	kill-	1202	y a m u n
3540	Biak Numfoor (Mandori)	kill		mun / mamun	mun / mamun	kill-	1202	mun / mamun
3541	Roswar	kill	70	we-mun	we-mun	kill-	1202	w e m u n
3542	Roon	kill		mun	mun	kill-	1202	m u n
3543	Dusner	kill	39	mun	mun	kill-1	1203	m u n
3544	Arguni	kill	34	demi	demi	kill-34	1204	d e m i
3545	As (ABVD)	kill	35	bun	bun	kill-1	1203	b u n
3546	Biga (rem)	kill	37	bun	bun	kill-1	1203	b u n
3547	Buli	kill	38	pun	pun	kill-1	1203	p u n
3548	Fiawat (fiawat)	kill	40	bun	bun	kill-1	1203	b u n
3549	Gane	kill	41	pun	pun	kill-1	1203	p u n
3550	Gebe	kill	42	pun	pun	kill-1	1203	p u n
3551	Kawe (rem)	kill	44	bun	bun	kill-1	1203	b u n
3552	Kowiai	kill	45	fun	fun	kill-1	1203	f u n
3553	Laganyan	kill	46	bu³n	bu³n	kill-1	1203	b u ³ n
3554	Irarutu (Mats)	kill	43	bunə	bunə	kill-1	1203	b u n ə
3555	Ambel (rem)	kill	32	buni	buni	kill-1	1203	b u n i
3556	Matbat	kill	47	bu³n	bu³n	kill-1	1203	b u ³ n
3557	Ma'ya Misool	kill	48	bu³n	bu³n	kill-1	1203	b u ³ n
3558	Ma'ya Salawati	kill	49	bu³n	bu³n	kill-1	1203	b u ³ n
3559	Sawai (CAD)	kill	51	n-pun	n-pun	kill-1	1203	n p u n
3560	Sekar (ABVD)	kill	52	nafedan	nafedan	kill-52	1205	n a f e d a n
3561	Taba	kill	54	pun	pun	kill-1	1203	p u n
3562	Wauyai	kill	58	bun, fal'pun	bun	kill-1	1203	b u n
3563	Waropen (held)	kill	57	muna	muna	kill-1	1203	m u n a
3564	Umar	kill	55	ai	ai	kill-55	1206	a i
3565	Moor	kill	50	munâ	munâ	kill-1	1203	m u n â
3566	Warembori	kill	56	muni-ro	muni-ro	kill-1	1203	m u n i r o
3567	WAD	knee	30	aibu	aibu	knee-1	1208	a i b u
3568	Ambai	knee	31	awe-buka	awe-buka	knee-31	1209	a w e b u k a
3569	Ansus (P&D)	knee	33	aeu bu	aeu bu	knee-1	1208	aeu bu
3570	Ansus (EG)	knee		aembu	aembu	knee-	1207	a e m b u
3571	Pom	knee		aibu	aibu	knee-	1207	a i b u
3572	Serui-Laut (slump)	knee	53	aebua	aebua	knee-1	1208	a e b u a
3573	KURUDU	knee	69	wewun	wewun	knee-	1207	w e w u n
3574	Biak	knee	36	wepur	wepur	knee-36	1210	w e p u r
3575	Biak Betew (Mutus)	knee		epuer	epuer	knee-	1207	e p u e r
3576	Biak Numfoor (Mandori)	knee		wepur	wepur	knee-	1207	w e p u r
3577	Roswar	knee	70	wepur	wepur	knee-	1207	w e p u r
3578	Roon	knee		we pur	we pur	knee-	1207	we pur
3579	Biga (rem)	knee	37	ka'i ka'puk(o)	ka'i ka'puk(o)	knee-1	1208	ka'i ka'puk(o)
3580	Fiawat (fiawat)	knee	40	epyabu	epyabu	knee-1	1208	e p y a b u
3581	Kawe (rem)	knee	44	kam a'puk(o)	kam a'puk(o)	knee-1	1208	kam a'puk(o)
3582	Laganyan	knee	46	a'ne a'buk(o)	a'ne a'buk(o)	knee-1	1208	a'ne a'buk(o)
3583	Irarutu (Mats)	knee	43	wifú	wifú	knee-1	1208	w i f ú
3584	Matbat	knee	47	we²¹ta-pu²¹k	we²¹ta-pu²¹k	knee-1	1208	w e ²¹ t a p u ²¹ k
3585	Ma'ya Misool	knee	48	ka'pu³k	ka'pu³k	knee-1	1208	k a 'p u ³ k
3586	Ma'ya Salawati	knee	49	ka'ne ka'puk(o)	ka'ne ka'puk(o)	knee-1	1208	ka'ne ka'puk(o)
3587	Taba	knee	54	pappuko	pappuko	knee-1	1208	p a pp u k o
3588	Wauyai	knee	58	ka'ne ka'puk(o)	ka'ne ka'puk(o)	knee-1	1208	ka'ne ka'puk(o)
3589	Umar	knee	55	gavu	gavu	knee-1	1208	g a v u
3590	Yaur	knee	59	évúujè	évúujè	knee-1	1208	é v ú u j è
3591	Yerisiam	knee	60	níbúgùa	níbúgùa	knee-1	1208	n í b ú g ù a
3592	Moor	knee	50	nevú'a	nevú'a	knee-1	1208	n e v ú 'a
3593	Warembori	knee	56	ke-vua-ro	ke-vua-ro	knee-1	1208	k e v u a r o
3594	WAD	knife	30	nioi	nioi	knife-1	1212	n i o i
3595	Ambai	knife	31	noi	noi	knife-1	1212	n o i
3596	Ansus (P&D)	knife	33	nyoi	nyoi	knife-1	1212	n y o i
3597	Ansus (EG)	knife		nyoi	nyoi	knife-	1211	n y o i
3598	Pom	knife		nioi	nioi	knife-	1211	n i o i
3599	Serewen	knife		nioi	nioi	knife-	1211	n i o i
3600	Serui-Laut (slump)	knife	53	noi	noi	knife-1	1212	n o i
3601	KURUDU	knife	69	inoi	inoi	knife-	1211	i n o i
3602	Biak Betew (Mutus)	knife		inoi	inoi	knife-	1211	i n o i
3603	Biak Numfoor (Mandori)	knife		inoi	inoi	knife-	1211	i n o i
3604	Roswar	knife	70	nyoi	nyoi	knife-	1211	n y o i
3605	Roon	knife		nioi	nioi	knife-	1211	n i o i
3606	Dusner	knife	39	noi	noi	knife-1	1212	n o i
3607	Irarutu (Mats)	knife	43	waráda	waráda	knife-43	1213	w a r á d a
3608	Matbat	knife	47	yu41su	yu41su	knife-47	1214	y u 41 s u
3609	Ma'ya Salawati	knife	49	syen	syen	knife-48	1215	s y e n
3610	Waropen (held)	knife	57	nai	nai	knife-57	1219	n a i
3611	Umar	knife	55	buko	buko	knife-55	1217	b u k o
3612	Yaur	knife	59	námáàgré	námáàgré	knife-59	1220	n á m á à g r é
3613	Yerisiam	knife	60	níòi	níòi	knife-1	1212	n í ò i
3614	Moor	knife	50	sìgwa'a	sìgwa'a	knife-50	1216	s ì g w a 'a
3615	Warembori	knife	56	pamarsa	pamarsa	knife-56	1218	p a m a r s a
3616	PCEMP	know	67	taqu	taqu	know-2	1222	t a q u
3617	PMP	know	68	taqu	taqu	know-2	1222	t a q u
3618	WAD	know	30	rina	rina	know-30	1224	r i n a
3619	Ambai	know	31	tawana	tawana	know-2	1222	t a w a n a
3620	Ansus (P&D)	know	33	reo	reo	know-33	1225	r e o
3621	Ansus (EG)	know		rotawana	rotawana	know-	1221	r o t a w a n a
3622	Pom	know		hanehoto	hanehoto	know-	1221	h a n e h o t o
3623	Biak	know	36	fau	fau	know-36	1227	f a u
3624	Roon	know		fir	fir	know-	1221	f i r
3625	Dusner	know	39	manmori	manmori	know-39	1228	m a n m o r i
3626	Arguni	know	34	garuʔu	garuʔu	know-34	1226	g a r u ʔ u
3627	As (ABVD)	know	35	nun	nun	know-3	1223	n u n
3628	Biga (rem)	know	37	l-un(o)	l-un(o)	know-3	1223	l u n ( o )
3629	Buli	know	38	tō	tō	know-2	1222	t ō
3630	Fiawat (fiawat)	know	40	l-un	l-un	know-3	1223	l u n
3631	Gane	know	41	unak	unak	know-3	1223	u n a k
3632	Gebe	know	42	una	una	know-3	1223	u n a
3633	Kawe (rem)	know	44	w-un(o)	w-un(o)	know-3	1223	w u n ( o )
3634	Kowiai	know	45	ru	ru	know-45	1230	r u
3635	Laganyan	know	46	w-un(o)	w-un(o)	know-3	1223	w u n ( o )
3636	Irarutu (Mats)	know	43	rarune	rarune	know-43	1229	r a r u n e
3637	Ambel (rem)	know	32	n-un	n-un	know-3	1223	n u n
3638	Matbat	know	47	n-u²¹n	n-u²¹n	know-47	1231	n u ²¹ n
3639	Ma'ya Misool	know	48	w-un(o)	w-un(o)	know-3	1223	w u n ( o )
3640	Ma'ya Salawati	know	49	w-un(o)	w-un(o)	know-3	1223	w u n ( o )
3641	Sekar (ABVD)	know	52	bre	bre	know-52	1233	b r e
3642	Taba	know	54	unak	unak	know-3	1223	u n a k
3643	Wauyai	know	58	w-uno	w-uno	know-3	1223	w u n o
3644	Waropen (held)	know	57	sira	sira	know-57	1235	s i r a
3645	Umar	know	55	nun	nun	know-3	1223	n u n
3646	Yaur	know	59	dúundù'mòojé	dúundù'mòojé	know-59	1236	d ú u n d ù 'm ò o j é
3647	Yerisiam	know	60	rárì	rárì	know-43	1229	r á r ì
3648	Moor	know	50	ananî	ananî	know-50	1232	a n a n î
3649	Warembori	know	56	tire-o	tire-o	know-56	1234	t i r e o
3650	PCEMP	lake	67	danaw	danaw	lake-2	1239	d a n a w
3651	PMP	lake	68	danaw	danaw	lake-2	1239	d a n a w
3652	WAD	lake	30	ruru	ruru	lake-1	1238	r u r u
3653	Ambai	lake	31	ruru	ruru	lake-1	1238	r u r u
3654	Ansus (P&D)	lake	33	ruru	ruru	lake-1	1238	r u r u
3655	Ansus (EG)	lake		ruru	ruru	lake-	1237	r u r u
3656	Pom	lake		kaboti	kaboti	lake-	1237	k a b o t i
3657	Serui-Laut (slump)	lake	53	ruru	ruru	lake-1	1238	r u r u
3658	KURUDU	lake	69	katibo	katibo	lake-	1237	k a t i b o
3659	Biak	lake	36	dòkěn	dòkěn	lake-36	1242	d ò k ě n
3660	Biak Betew (Mutus)	lake		?	?	lake-	1237	?
3661	Biak Numfoor (Mandori)	lake		sore bekrai / dosen	sore bekrai / dosen	lake-	1237	sore bekrai / dosen
3662	Roswar	lake	70	war bevua?	war bevua?	lake-	1237	war bevua?
3663	Roon	lake		soren bwon	soren bwon	lake-	1237	soren bwon
3664	Dusner (celd)	lake		amvun	amvun	lake-	1237	a m v u n
3665	Buli	lake	38	lanlan	lanlan	lake-2	1239	l a n l a n
3666	Gane	lake	41	talaga	talaga	lake-3	1240	t a l a g a
3667	Kowiai	lake	45	gwángga	gwángga	lake-45	1244	g w á n gg a
3668	Irarutu (Mats)	lake	43	sar were	sar were	lake-43	1243	sar were
3669	Ambel (rem)	lake	32	són	són	lake-32	1241	s ó n
3670	Matbat	lake	47	ti³p	ti³p	lake-47	1245	t i ³ p
3671	Ma'ya Salawati	lake	49	ti3P	ti3P	lake-47	1245	t i 3 P
3672	Taba	lake	54	talaga	talaga	lake-3	1240	t a l a g a
3673	Waropen (held)	lake	57	rawi	rawi	lake-57	1247	r a w i
3674	Umar	lake	55	kbun	kbun	lake-55	1246	k b u n
3675	Yerisiam	lake	60	ágwéètìa	ágwéètìa	lake-60	1248	á g w é è t ì a
3676	Moor	lake	50	rána	rána	lake-2	1239	r á n a
3677	Warembori	lake	56	don-do	don-do	lake-2	1239	d o n d o
3678	WAD	land/shore	30	rei	rei	land/shore-1	1250	r e i
3679	Ambai	land/shore	31	rei	rei	land/shore-1	1250	r e i
3680	Ansus (EG)	land/shore		rei	rei	land/shore-	1249	r e i
3681	Pom	land/shore		huonderei	huonderei	land/shore-	1249	h u o n d e r e i
3682	Serui-Laut (slump)	land/shore	53	reirei	reirei	land/shore-1	1250	r e i r e i
3683	KURUDU	land/shore	69	inauro	inauro	land/shore-	1249	i n a u r o
3684	Biak	land/shore	36	sup	sup	land/shore-36	1251	s u p
3685	Biak Betew (Mutus)	land/shore		yenditar	yenditar	land/shore-	1249	y e n d i t a r
3686	Biak Numfoor (Mandori)	land/shore		yen / yene (yendisare?)	yen / yene (yendisare?)	land/shore-	1249	yen / yene (yendisare?)
3687	Roswar	land/shore	70	andir	andir	land/shore-	1249	a n d i r
3688	Roon	land/shore		bwon	bwon	land/shore-	1249	b w o n
3689	Dusner	land/shore	39	re	re	land/shore-1	1250	r e
3690	Kowiai	land/shore	45	tanom	tanom	land/shore-45	1253	t a n o m
3691	Irarutu (Mats)	land/shore	43	mífrə	mífrə	land/shore-43	1252	m í f r ə
3692	Ma'ya Misool	land/shore	48	le³	le³	land/shore-1	1250	l e ³
3693	Ma'ya Salawati	land/shore	49	le³	le³	land/shore-1	1250	l e ³
3694	Umar	land/shore	55	vuot	vuot	land/shore-55	1254	v u o t
3695	Yaur	land/shore	59	hèéjè	hèéjè	land/shore-59	1255	h è é j è
3696	Yerisiam	land/shore	60	bábráù	bábráù	land/shore-60	1256	b á b r á ù
3697	Moor	land/shore	50	ré	ré	land/shore-1	1250	r é
3698	PCEMP	laugh	67	malip	malip	laugh-1	1258	m a l i p
3699	WAD	laugh	30	mari	mari	laugh-1	1258	m a r i
3700	Ambai	laugh	31	miri	miri	laugh-1	1258	m i r i
3701	Ansus (P&D)	laugh	33	mari	mari	laugh-1	1258	m a r i
3702	Ansus (EG)	laugh		mari	mari	laugh-	1257	m a r i
3703	Pom	laugh		mari	mari	laugh-	1257	m a r i
3704	Serui-Laut (slump)	laugh	53	mari	mari	laugh-1	1258	m a r i
3705	KURUDU	laugh	69	midia	midia	laugh-	1257	m i d i a
